line	max
0	22.015284999999995
1	22.015284999999995
2	22.015284999999995
3	22.04418
4	22.04418
5	21.845044
6	21.415729999999996
7	21.02761
8	21.226746
9	21.411359333333333
10	21.799479333333334
11	21.828374333333333
12	22.04418
13	22.04418
14	22.015284999999995
15	21.45616766666667
16	21.45616766666667
17	21.485062666666664
18	22.04418
19	22.04418
20	22.015284999999995
21	22.015284999999995
22	21.635345
23	21.664239999999996
24	21.664239999999996
25	21.903379666666666
26	21.66790233333333
27	21.696797333333333
28	21.837597666666667
29	22.04418
30	21.901641
31	21.901641
32	21.930536
33	21.880163333333332
34	21.880163333333332
35	21.851268333333334
36	22.015284999999995
37	22.015284999999995
38	22.015284999999995
39	22.015284999999995
40	21.851268333333334
41	21.35927166666666
42	21.359271666666668
43	21.254414666666666
44	21.74641133333333
45	21.632767333333334
46	21.787997
47	21.674353
48	21.787997
49	21.901640999999998
50	21.901641
51	21.901641
52	21.787997
53	21.787997
54	21.787997
55	21.787997
56	21.787997
57	21.287561666666665
58	21.287561666666665
59	21.40120566666667
60	21.787997
61	21.901641
62	21.787997
63	21.901641
64	21.787997
65	21.901641
66	21.787997
67	21.901641
68	21.901640999999998
69	21.808702666666665
70	21.808702666666665
71	21.808702666666665
72	22.015284999999995
73	22.04418
74	21.930536
75	21.816892
76	21.787997
77	21.901640999999998
78	21.624505666666664
79	21.624505666666664
80	21.510861666666667
81	21.787997
82	21.816892
83	21.930536
84	22.04418
85	22.015284999999995
86	21.901641
87	21.901641
88	21.901640999999998
89	22.015284999999995
90	21.901641
91	21.901641
92	21.930536
93	21.829820333333334
94	21.829820333333334
95	21.687281333333335
96	21.787997
97	21.674353
98	21.787997
99	21.676607
100	21.498765000000002
101	21.118825
102	21.183485333333334
103	20.936801666666664
104	21.203097666666668
105	21.249827333333332
106	21.787997
107	21.787997
108	21.930536
109	21.511116
110	21.653655
111	21.511116
112	21.816892
113	21.674353
114	21.655747333333334
115	21.655747333333334
116	21.769391333333335
117	21.901640999999998
118	22.015284999999995
119	21.584985999999997
120	21.165566000000002
121	21.001549333333333
122	21.225266
123	21.214387
124	21.264759666666667
125	21.471342000000003
126	21.930536
127	21.930536
128	21.930536
129	21.787997
130	21.787997
131	21.249827333333332
132	20.964947666666664
133	20.865984
134	21.40415366666667
135	21.80267733333333
136	21.901641
137	21.787997
138	21.787997
139	21.603559333333333
140	21.603559333333333
141	21.603559333333333
142	21.685835333333333
143	21.799479333333334
144	21.828374333333333
145	22.04418
146	21.880163333333332
147	21.244862666666666
148	20.534782333333336
149	20.49111166666667
150	20.678097333333334
151	21.388177666666667
152	21.62476
153	22.04418
154	22.04418
155	21.85491133333333
156	21.85491133333333
157	21.741267333333337
158	21.901641
159	21.295235333333334
160	21.408879333333335
161	21.183845333333334
162	21.790251
163	21.790250999999998
164	21.901641
165	21.737624333333333
166	21.573607666666664
167	21.256952666666667
168	20.897947
169	21.061963666666667
170	21.360013
171	21.719018666666667
172	21.719018666666667
173	21.880163333333332
174	22.04418
175	21.596448
176	21.567553
177	21.403536333333335
178	21.244862666666666
179	20.638457
180	20.802473666666668
181	21.12107433333333
182	21.017399666666666
183	20.853382999999997
184	20.407784
185	20.407784000000003
186	19.965395
187	20.585155
188	21.295235333333334
189	21.901640999999998
190	21.788764666666665
191	21.788764666666665
192	20.331121333333332
193	19.847561333333335
194	19.137480999999998
195	20.595124333333334
196	20.698799
197	21.055354333333334
198	19.454820666666667
199	19.707701333333333
200	19.61912033333333
201	20.777548
202	20.673733666666667
203	20.509434000000002
204	20.241459666666668
205	20.079408
206	20.71470866666667
207	21.453684
208	21.321124666666666
209	20.800233
210	20.55239733333333
211	21.089988
212	20.871904333333333
213	20.192902999999998
214	19.976963666666666
215	20.126253000000002
216	20.31411466666667
217	20.034333333333333
218	20.595124333333334
219	20.874905666666667
220	20.986263
221	21.015158
222	21.015158
223	21.183582
224	19.147760666666667
225	17.571133333333332
226	17.593267333333333
227	18.720144333333334
228	19.464090666666667
229	19.657895999999997
230	18.331847999999997
231	19.164528999999998
232	18.668808333333335
233	20.44460666666667
234	20.074829666666666
235	20.813805000000002
236	20.637698333333336
237	20.89960466666667
238	20.870709666666666
239	20.838239666666666
240	21.405304333333333
241	20.023821333333334
242	19.952616666666668
243	19.493422666666664
244	20.874905666666667
245	21.07138666666667
246	21.501685666666663
247	20.603743666666663
248	20.603743666666666
249	19.893663333333336
250	20.791605333333333
251	20.989719666666666
252	20.938478666666665
253	19.299436333333336
254	19.643816333333337
255	19.695057333333335
256	20.719008666666667
257	20.22238666666667
258	19.627495333333332
259	18.017129666666666
260	17.886133666666666
261	18.838599
262	20.353975333333334
263	20.952698333333334
264	19.085862
265	19.407822333333332
266	18.065147
267	19.836757666666667
268	19.537986999999998
269	20.880662333333333
270	19.838069333333333
271	19.814879666666666
272	19.146501333333333
273	20.636826333333335
274	20.808736999999997
275	20.767035
276	20.262194333333333
277	19.325798666666667
278	19.325798666666667
279	19.400340333333332
280	19.261702000000003
281	17.821161
282	17.821161
283	18.55431533333333
284	20.70493666666667
285	18.98461433333333
286	18.447057333333333
287	18.44705733333333
288	18.404294333333336
289	19.821900666666668
290	18.38848133333333
291	20.367506
292	19.718476
293	19.001274
294	19.215633666666665
295	19.15458333333333
296	19.082882333333334
297	18.202833000000002
298	18.202833000000002
299	18.350510333333332
