line	min
0	3.05560175
1	3.74759495
2	3.6913526
3	3.6887125999999997
4	4.1726446
5	4.8305033
6	5.2351525
7	4.6696785
8	4.8744645
9	5.4418267
10	5.782882949999999
11	4.96435625
12	4.901669
13	4.210305
14	2.661617
15	4.288574
16	6.02020615
17	5.7262173
18	4.65159775
19	4.1643014
20	3.7663498000000004
21	3.9875257
22	3.9875257
23	4.1759995
24	4.2486187
25	3.0207697
26	3.0207697
27	3.5376915999999996
28	5.0123732
29	5.1040873
30	3.7676292499999997
31	5.4933635
32	5.4933635
33	5.62802025
34	7.1725270000000005
35	6.821771
36	7.11617375
37	7.371738949999999
38	7.0153604
39	6.375902699999999
40	6.98799135
41	6.90011385
42	6.421457800000001
43	7.3916964499999995
44	6.8109658
45	6.61859065
46	7.03958085
47	6.92034285
48	7.010203499999999
49	7.0881369
50	7.3505479000000005
51	7.5518975
52	5.65769685
53	3.8151166499999998
54	4.520833
55	5.00978585
56	4.6297406500000005
57	6.1170815
58	7.9516262
59	7.73602745
60	7.858094749999999
61	7.890824
62	7.8461525000000005
63	7.861363300000001
64	8.0141083
65	6.88178575
66	6.4581926
67	7.79363635
68	5.826872849999999
69	3.8151166499999998
70	5.5171388
71	6.09891615
72	6.58192135
73	7.0039260500000005
74	7.15549435
75	6.865266999999999
76	6.706425299999999
77	8.1008923
78	7.9067013
79	8.1501923
80	8.4550395
81	8.1434335
82	7.8638925
83	8.103394
84	8.4167265
85	8.226592499999999
86	8.05966025
87	8.28790875
88	8.7655475
89	8.645921
90	8.770181999999998
91	8.8155675
92	8.9136825
93	8.6815675
94	8.294327
95	8.721104
96	9.298368
97	9.12476
98	8.482627
99	7.8310458999999994
100	7.7565949
101	8.144304
102	8.516762
103	9.032485000000001
104	9.656966
105	8.95567085
106	8.86879635
107	10.163088
108	9.391843000000001
109	8.868651
110	9.473916
111	9.789107
112	9.6491095
113	8.747071
114	8.53135
115	8.615015499999998
116	8.8401315
117	9.009884
118	9.5371655
119	10.7231915
120	10.673110000000001
121	10.050987
122	9.907169
123	9.949295
124	9.376197
125	9.794414
126	9.766961
127	8.7117435
128	9.0511245
129	9.347037
130	8.94637125
131	8.975679750000001
132	10.0664145
133	10.1018675
134	8.915008499999999
135	8.379895000000001
136	8.79189
137	9.050786500000001
138	9.281642
139	10.9618255
140	10.845711999999999
141	9.861405
142	10.963355499999999
143	9.9251915
144	9.0697485
145	11.295192
146	12.697695499999998
147	11.5665045
148	11.666624
