line	average
0	7.323123605926782
1	7.173684512592967
2	7.073999872171937
3	6.988450318881195
4	6.927891550894353
5	6.9219868163415335
6	6.916361997098818
7	6.932824991576501
8	6.921698651434387
9	6.90421944386856
10	6.894128973708694
11	6.8869320785623716
12	6.911692185684757
13	6.919723727590428
14	6.912710525735772
15	6.907775351037636
16	6.875824142934425
17	6.86200830277499
18	6.85270821240921
19	6.84847082972597
20	6.860378798013709
21	6.860130652864518
22	6.865226622184297
23	6.87013914532994
24	6.866348353031279
25	6.861810816173336
26	6.85639775085081
27	6.833276790000053
28	6.858034466465297
29	6.84489288657819
30	6.846554872460118
31	6.849191460370828
32	6.8159241877513095
33	6.8511366276464
34	6.850428131695606
35	6.8441482831517515
36	6.829863992902822
37	6.816209700107903
38	6.798862598333505
39	6.8199113867594825
40	6.834310613132771
41	6.821315596400902
42	6.830474874824814
43	6.809728948065059
44	6.820297647713117
45	6.8104355926590365
46	6.828519186984413
47	6.820063853507383
48	6.805269541110267
49	6.834545254246133
50	6.8307149518447785
51	6.843410201537096
52	6.842069615561479
53	6.826051686780241
54	6.8187394590987
55	6.805654258340186
56	6.7935920268021315
57	6.788076199202197
58	6.786231294752499
59	6.7919193129034685
60	6.8328783899812295
61	6.853065525675094
62	6.882055015988362
63	6.889486157448616
64	6.905108044843475
65	6.9146857664097
66	6.893071664124322
67	6.917755551091208
68	6.8770468448366096
69	6.874205683239584
70	6.854427821208032
71	6.829769298829262
72	6.870040771970649
73	6.853042744590262
74	6.902228772114885
75	6.921625565438461
76	6.909960839830728
77	6.920662235905589
78	6.907285443682782
79	6.9106431464329745
80	6.933900565685497
81	6.953971223756486
82	6.966531072156922
83	7.026815617559631
84	7.018675088956545
85	7.042809128937054
86	7.044194844171274
87	7.035223868119521
88	7.077594780942872
89	7.031677695405352
90	7.083159461558189
91	7.079635867425552
92	7.0530517190593205
93	7.052265179004953
94	7.017493472524886
95	6.992132193184841
96	6.989250605140282
97	7.023925956519216
98	6.994796099935002
99	6.97927776594614
100	6.950860316031415
101	6.9604241872570825
102	7.013607094052564
103	7.027192832500657
104	7.040497256222627
105	7.018355414275778
106	6.986013542824948
107	6.998961653494435
108	7.00122708438314
109	7.006969793254573
110	7.024586347559827
111	7.033303070405825
112	7.0244421813173075
113	7.037836319618223
114	7.041430182655579
115	7.05985760051489
116	7.066269928169186
117	7.085327689259847
118	7.07019199944386
119	7.020682133568977
120	7.038185169874801
121	7.026793783390519
122	7.060767619896118
123	7.10466674107452
124	7.15618668360673
125	7.152844058500632
126	7.146547907383953
127	7.130777956332932
128	7.122409387690156
129	7.125314882672619
130	7.080419963860394
131	7.087488852289241
132	7.069805289716698
133	7.1160329582156265
134	7.200947236411272
135	7.232216966967167
136	7.225842238465701
137	7.224560850910344
138	7.174137438719937
139	7.171815150127318
140	7.178674226118624
141	7.142229645454149
142	7.1529108318371355
143	7.147665633552247
144	7.142312238253936
145	7.142514617087478
146	7.161726222917979
147	7.133843476893975
148	7.131178274766645
149	7.1055344878943485
150	7.073967681925753
151	7.122555280277814
152	7.1365609717142435
153	7.17553932047913
154	7.176652472619011
155	7.191643054537706
156	7.1746366301245725
157	7.155314256168753
158	7.146199314912523
159	7.132804225979607
160	7.180795640469808
161	7.243109570893409
162	7.253070283251222
163	7.256392026044778
164	7.309632542935151
165	7.328729374859778
166	7.404119353827374
167	7.433437602739515
168	7.400596014045789
169	7.372380620435256
170	7.3517294594677365
171	7.340463761980608
172	7.317206860621234
173	7.300846057655411
174	7.2862690085399855
175	7.303318097811022
176	7.282528073084929
177	7.329879868951457
178	7.318173530684521
179	7.313715836561448
180	7.334185230344734
181	7.307685497164021
182	7.360313528448046
183	7.3465684898333645
184	7.31554588456598
185	7.359487684212909
186	7.364150474670104
187	7.395088040248767
188	7.433167470719614
189	7.416242101169522
190	7.37750477717556
191	7.351331985422047
192	7.3388482519603695
193	7.314662113795061
194	7.3449647301796634
195	7.406419868687697
196	7.446364663671009
197	7.4333374699613195
198	7.455202421798925
199	7.408764748240328
200	7.433582394049264
201	7.382295162375733
202	7.3773506092101675
203	7.335396488971634
204	7.355893493263338
205	7.418102157695705
206	7.463290274864054
207	7.464663766581986
208	7.505320176834174
209	7.528814372983338
210	7.472152337324541
211	7.499861607571885
212	7.41410743774313
213	7.443031696345431
214	7.4461652286095115
215	7.496120181543985
216	7.486420849526668
217	7.501885733742711
218	7.555371541182469
219	7.6062330240092635
220	7.726796745961774
221	7.675549003366149
222	7.605904766351405
223	7.482863919393406
224	7.342398426143945
225	7.357644110722995
226	7.420350880170179
227	7.447326016012411
228	7.498573551984327
229	7.521177915251741
230	7.592339269749582
231	7.649566784338555
232	7.7082850554412214
233	7.691792745613856
234	7.580592162058768
235	7.572486479588555
236	7.579626034160631
237	7.660881283875931
238	7.715985836416634
239	7.750077588137305
240	7.768644922290922
241	7.834517227914876
242	7.782112535773332
243	7.791296372961567
244	7.711807172780643
245	7.696877776213909
246	7.7190045690544675
247	7.711445173576411
248	7.750991840552279
249	7.697698342460461
250	7.601091152855196
251	7.549851594856855
252	7.446569568361756
253	7.439403324123408
254	7.5829955784415874
255	7.692064275088384
256	7.753504840340322
257	7.655392725270878
258	7.649542689186232
259	7.544007486082018
260	7.654620741975912
261	7.79582938094997
262	7.834107389595416
263	7.817219986104264
264	7.739992653653606
265	7.631424783036338
266	7.592515231824023
267	7.512154157176963
268	7.530917083065121
269	7.4888811247125275
270	7.502889300032255
271	7.691486222606969
272	7.753245766277182
273	7.928687991825524
274	8.000452986579871
275	7.916325532607722
276	7.898197132290221
277	7.895871624862684
278	7.769212509360036
279	7.688402964287528
280	7.568717496410023
281	7.467640077179253
282	7.448433019115071
283	7.623867004339402
284	7.64448253946154
285	7.689845935268888
286	7.703505532103984
287	7.685191929592021
288	7.805016788540129
289	7.797131888352442
290	7.879758020295815
291	7.882685642367492
292	7.772314762846309
293	7.821785431707421
294	7.686030410957061
295	7.602635371713665
296	7.645910448983209
297	7.639848325347791
298	7.707610728532868
299	7.727169713311977
300	7.659625996495692
301	7.561473224312928
302	7.515493411681644
303	7.506861084712778
304	7.686331932211439
305	7.660374204165163
306	7.690759744659349
307	7.724526143880962
308	7.7158410517600355
309	7.787555934707828
310	7.72563385263591
311	7.704863031113254
312	7.442932842827437
313	7.399191431451849
314	7.579586789809999
315	7.570320364145514
316	7.767989147922222
317	8.014177757272169
318	7.952706376561334
319	7.897622463614164
320	8.045616086703495
321	7.88782685447777
322	7.982892219947454
323	8.067888555778051
324	7.963685443753281
325	7.910876568954332
326	7.793367724928482
327	7.700939279247278
328	7.609350319744726
329	7.629351682114769
330	7.535081815376151
331	7.657335853061225
332	7.531836752444728
333	7.500918376041667
334	7.786929823990221
335	7.711713112477355
336	7.991997212250906
337	7.756747279334238
338	7.5279705115217395
339	7.6173343126334006
340	7.592734129431818
341	7.799954984669914
342	7.814671472515443
343	7.6951346496911635
344	7.616690997473867
345	7.605644925777439
346	7.32632187421396
347	7.473657829364797
