line	average
0	7.5766686560996055
1	7.368328668271117
2	7.22322639883752
3	7.1242707004988866
4	6.978912282764344
5	6.969590106586999
6	6.881028185674548
7	6.88203562855152
8	6.955293344553066
9	6.947090829616136
10	6.946880163585283
11	6.83753026798306
12	6.88537651428976
13	6.9067289489766726
14	6.918092582999996
15	6.9365706964726
16	6.917502681912445
17	6.8786761415580475
18	6.898351884207452
19	6.808765864059753
20	6.862239321274707
21	6.841475780094927
22	6.881402353474493
23	6.856397737210708
24	6.8612467406779425
25	6.861859657374047
26	6.901052446057066
27	6.841234568016062
28	6.843096593246169
29	6.8402073960839465
30	6.808568602654032
31	6.9402652738770385
32	6.790530273697744
33	6.846855339611657
34	6.8191149542968725
35	6.807196183398964
36	6.9313800332781055
37	6.8440213558084855
38	6.79399556012145
39	6.750059022403243
40	6.876762862098435
41	6.77463294871089
42	6.8781907138253615
43	6.807655927896397
44	6.824782795170959
45	6.811270062406539
46	6.795207006786343
47	6.849930726488627
48	6.7853345749546365
49	6.883604439708048
50	6.761385672878223
51	6.790753476900162
52	6.9024374274981
53	6.868283230102629
54	6.812166671647495
55	6.785391132997689
56	6.83836571237315
57	6.839034319376466
58	6.75982586861344
59	6.737142206845471
60	6.81630240197341
61	6.831654701577675
62	6.782577941217321
63	6.9009785151565115
64	6.897050944748868
65	6.947612662830752
66	6.812302507058334
67	6.963466064735947
68	6.935361831013766
69	6.86115625368924
70	6.9110380549258785
71	6.800631239717558
72	6.923997184625663
73	6.782044805563029
74	6.812403965410801
75	6.961717132283102
76	6.8560050751041155
77	6.978788915661522
78	6.889991138705104
79	6.915058229852173
80	6.898810659403561
81	6.925281746770288
82	6.903421949705878
83	7.008087906862259
84	6.979093291687519
85	6.975521140372031
86	7.144560131316715
87	6.975525792449917
88	7.0756294516095535
89	6.981064001308911
90	7.108676227109703
91	7.1450094437433185
92	6.891961109459474
93	7.186991065920261
94	7.0945818505791545
95	7.038672850278395
96	6.888814949242004
97	7.047904239999991
98	6.993136733218973
99	7.02714649810016
100	7.02751635475774
101	6.93138481366313
102	6.931063397263532
103	6.913476698441259
104	7.065771839660408
105	7.1441164408450595
106	6.985406351055905
107	6.966694393329137
108	6.977204471873011
109	7.014748955041744
110	7.0371987937338485
111	6.975756116883956
112	7.000175307358744
113	7.085215172262758
114	7.072065685117841
115	6.940312560529887
116	7.053751860562408
117	7.09959062441218
118	7.145775356555088
119	6.965961871147071
120	7.1299829049250505
121	7.039047865148227
122	6.947735893055559
123	7.035974016370368
124	7.084417358987925
125	7.174943211170621
126	7.123332377769166
127	7.242053786499209
128	7.071046858563531
129	7.149758606703904
130	7.060252573565083
131	7.208579511928105
132	7.082668838493382
133	6.970178931455006
134	7.088528127280472
135	7.137845261637933
136	7.267579512489094
137	7.3098360442375885
138	7.213607049504054
139	7.112346347632066
140	7.262453962267666
141	7.108142395475959
142	7.20431789513358
143	7.139782651597292
144	7.116675639609764
145	7.150867141007906
146	7.183337101994028
147	7.118369070404047
148	7.11748515494393
149	7.22771356432991
150	7.0718061178980145
151	7.10770826189473
152	7.01491000745474
153	7.101446340455528
154	7.266156511306257
155	7.1637310276404484
156	7.170823402514285
157	7.105898949015057
158	7.326118838981035
159	7.095705329987913
160	7.093533906691004
161	7.069439183990141
162	7.272538483249367
163	7.28767098794872
164	7.3427896283854075
165	7.109282033421393
166	7.285825454423594
167	7.500633055510208
168	7.419176956083917
169	7.410841949291776
170	7.403098450072161
171	7.369266700735302
172	7.3063153816417845
173	7.3282373054217
174	7.3580356601236465
175	7.276239095297809
176	7.240872169778485
177	7.269929108960002
178	7.426232017207796
179	7.193078996393433
180	7.430279353244594
181	7.223103755892262
182	7.4084012407155
183	7.274956571526582
184	7.324280420521742
185	7.433615881028359
186	7.353421086256778
187	7.150866150457039
188	7.500047619109461
189	7.452267042857138
190	7.477171348571429
191	7.303183872340429
192	7.432346140909095
193	7.297317746881289
194	7.372480181557377
195	7.2532489384937175
196	7.335601588247856
197	7.4185282124197
198	7.618300735589518
199	7.413028118426963
200	7.283492813409098
201	7.505988019770119
202	7.432550041355134
203	7.512298701662703
204	7.0783438867149755
205	7.486209807107854
206	7.264733560401003
207	7.59428671882952
208	7.327178544444443
209	7.666962275781253
210	7.27022752727273
211	7.75691235983827
212	7.421155329041101
213	7.440314133146063
214	7.381064608262107
215	7.413895680523253
216	7.536852363450297
217	7.452848262202386
218	7.580884420000002
219	7.375098352453987
220	7.598711900314468
221	7.666791491961416
222	7.784330351307184
223	7.857353240264026
224	7.393720929931973
225	7.38821454390244
226	7.292166963475183
227	7.295491267266185
228	7.4547036682481735
229	7.639041621691177
230	7.400067506844105
231	7.50048141115385
232	7.545121121317829
233	7.923687039682541
234	7.628977565199999
235	7.735354495564516
236	7.47915188200837
237	7.47888470546219
238	7.596554835319146
239	7.763912713852817
240	7.80417288086957
241	7.699302915624999
242	7.732921842201833
243	7.838182050467286
244	8.06766210336539
245	7.489684147058822
246	7.769657190954774
247	7.520225249743589
248	8.00794451709845
249	7.578191318421057
250	7.739419609042547
251	7.678411917647061
252	7.794770524731178
253	7.19176256
254	7.53446137704918
255	7.265283811666668
256	7.766105547777781
257	7.766131577272723
258	7.970736163636366
259	7.51104607267442
260	7.3736570875000025
261	7.7427314329341375
262	7.54859535121951
263	7.953499096249999
264	7.938491643396229
265	7.895843467515924
266	7.481045737254903
267	7.6445897664473685
268	7.504220160927155
269	7.740205262666665
270	7.159601438666665
271	7.719641469999998
272	7.336076327516781
273	7.796237963945575
274	7.913989128965519
275	7.966679644680853
276	8.037845229710149
277	8.083297942962966
278	7.577479313076921
279	7.8941660434108485
280	8.028543199999998
281	7.576661480952379
282	7.254241132786885
283	7.415424171900829
284	7.624233523076919
285	7.49983324869565
286	7.955977073684212
287	7.497886312389382
288	7.805687106306307
289	7.554471636036031
290	7.882722663636362
291	7.977185748181821
292	7.774147505555554
293	7.8849761638095215
294	7.8944331519230735
295	7.535702230097089
296	7.972030180999999
297	7.341956080808081
298	7.560852994949495
299	7.708802539175256
300	7.947781686458332
301	7.613005693548387
302	7.639088934065934
303	7.438627671910117
304	7.55517059772727
305	7.429086443023254
306	7.604559626190474
307	8.156511061904759
308	7.451339685542166
309	7.550628605
310	7.739625223076925
311	8.12177069342105
312	7.738199217333337
313	7.30294027671233
314	7.656541936986301
315	7.07404994027778
316	7.563233571830986
317	8.024521710144928
318	7.61947623432836
319	7.864725075384618
320	8.54798800923077
321	7.778636187301589
322	7.399140582539681
323	8.456699567741937
324	7.916831080327871
325	8.158897649180329
326	7.7391259258620675
327	8.039887119642858
328	7.705595581132075
329	7.688862273076922
330	7.369412143137256
331	7.673531281632654
332	7.785601030612244
333	7.311782806122448
334	7.8584282938775525
335	7.171534879166665
336	7.661927525000002
