line	min
0	1.3896487199999998
1	1.31177394
2	1.31536962
3	1.36702468
4	1.45633706
5	1.54769342
6	1.5462849
7	1.63100092
8	1.65336864
9	1.59628672
10	1.64774998
11	1.6569633799999999
12	1.5475010999999999
13	1.50158836
14	1.56389918
15	1.50887688
16	1.66600014
17	1.62512148
18	1.67655204
19	1.67655204
20	1.7793703600000002
21	1.67534452
22	1.85903946
23	2.0046025199999997
24	2.14849872
25	2.0475725799999998
26	2.1681843800000005
27	2.12818642
28	2.2002387400000005
29	2.2139899
30	2.35955296
31	2.5395738
32	2.66575154
33	2.6874228800000006
34	2.99963482
35	3.49322586
36	3.4053620000000002
37	3.6075016599999996
38	3.5903168799999996
39	3.54342992
40	3.3806114199999997
41	3.6817650799999995
42	3.70891244
43	3.7139127600000004
44	3.52709806
45	3.7823542199999998
46	3.6924596999999997
47	3.5715251
48	3.6798791399999997
49	3.7991592399999994
50	3.3265521799999993
51	3.1598420999999997
52	3.3094446599999996
53	4.312016659999999
