line	average
0	7.389407907736081
1	7.238608589202507
2	7.108803127366916
3	7.024257696616743
4	6.943176858341964
5	6.910884640271022
6	6.906119052926378
7	6.928139934240241
8	6.949754779251495
9	6.910500420394826
10	6.889928981952701
11	6.876545243749831
12	6.9033993487554755
13	6.920464076149756
14	6.92405532046168
15	6.910916506647697
16	6.898176902559315
17	6.861931296608418
18	6.85645235651397
19	6.83749365514313
20	6.861705818281376
21	6.859758623593376
22	6.866348943787714
23	6.859834711754232
24	6.874719614703018
25	6.868048890482392
26	6.861794535773099
27	6.841512852448726
28	6.830624197328049
29	6.863013757538339
30	6.8464547167429375
31	6.85921696239548
32	6.818833522535424
33	6.824388825769165
34	6.852563723657981
35	6.860865857495185
36	6.8564656497360135
37	6.796025312777727
38	6.806939148207708
39	6.8004849444041895
40	6.843195508211562
41	6.820159863477549
42	6.836876478964239
43	6.814569595157965
44	6.810419954787946
45	6.818802598560502
46	6.810157436076536
47	6.839623247050437
48	6.810108229180302
49	6.811914529828811
50	6.818192192425495
51	6.853824711500297
52	6.860962443082741
53	6.821947011582605
54	6.8119745056727785
55	6.820930388249102
56	6.8124086334543525
57	6.7786674649451255
58	6.771090159144108
59	6.795033103465518
60	6.810178348256135
61	6.83840371931717
62	6.860202467040899
63	6.915214040912043
64	6.885655371545984
65	6.907793744875011
66	6.903710134269349
67	6.919994716479651
68	6.902518713209628
69	6.857608516110891
70	6.878555493089699
71	6.835557743302083
72	6.839481985199831
73	6.852055301085644
74	6.876708724266006
75	6.932170374349579
76	6.908261709823581
77	6.9279460947396
78	6.901286675986945
79	6.913050212008675
80	6.909171451959909
81	6.945597201112808
82	6.963534382751885
83	6.98756744630727
84	7.033058187792089
85	7.031869021379554
86	7.065238458458729
87	7.010739748456127
88	7.055123226676056
89	7.078249890720644
90	7.048548926770832
91	7.074653873041018
92	7.05784467531963
93	7.106748588925936
94	7.007356550033184
95	6.991797346506797
96	6.976618640820323
97	7.022729157106375
98	7.015933195358958
99	6.995349222173677
100	6.963321521894801
101	6.92530830312264
102	6.970103978455067
103	7.041121659648908
104	7.065098210520457
105	7.032072395076701
106	6.976435072086017
107	6.986215940081297
108	7.009717406882868
109	7.009234621886516
110	7.004376739325516
111	7.020382198835153
112	7.052485388246448
113	7.032531139303495
114	7.022043368736711
115	7.031218348501491
116	7.099705947176559
117	7.070442617371445
118	7.080573377542403
