line	min
0	1.4457088999999999
1	1.31029785
2	1.21218055
3	1.3401739000000001
4	1.42141
5	1.529069325
6	1.6051972
7	1.50082465
8	1.6701442
9	1.667699475
10	1.58981095
11	1.7320285500000001
12	1.533277725
13	1.537809775
14	1.5493265250000001
15	1.4849974499999998
16	1.546920425
17	1.681401525
18	1.692226175
19	1.6901426
20	1.6945914000000002
21	1.6886332
22	1.7441803249999999
23	1.9203354499999998
24	2.1002057
25	2.15600185
26	2.153918275
27	2.1306114750000003
28	2.0748153250000003
29	2.164880725
30	2.3640235
31	2.393129
32	2.6448457
33	2.656706325
34	2.7566719500000003
35	3.164125825
36	3.585194075
37	3.569358775
38	3.8068048
39	3.495024525
40	3.2268809
41	3.5542558499999997
42	3.6621880499999997
43	3.95504925
44	3.7081280750000003
45	3.4099892
46	3.679992275
47	3.641622125
48	3.777064675
49	3.899104425
50	3.4309954749999996
51	3.2226078749999996
52	3.1270183749999996
53	3.314021575
54	4.540176199999999
