line	average
0	3.6908128375589992
1	4.412455945172183
2	4.437441442837747
3	4.461747457271465
4	4.51831561451263
5	4.667002566241017
6	4.766781349092566
7	4.747783738726511
8	4.711728329774612
9	4.783182518024035
10	4.626470888836482
11	4.689480433035722
12	4.705244879107506
13	4.7610396595890405
14	4.760605431282054
15	4.583708449702381
16	4.948303460465116
17	4.794427285984845
18	5.141260022844826
19	4.855082199999999
20	4.7807158380952375
21	4.691328398611114
22	5.066842373599997
23	5.111407010185185
24	5.176243278723406
25	5.4997005963414605
26	5.347360874025974
27	5.31076295967742
28	6.066248846808511
29	5.423738618750001
30	6.101597635714285
31	5.417032170833334
32	6.120786927777777
33	5.720687794117645
34	5.443036123076923
35	6.661734027272726
36	6.6423672499999995
37	7.64121985
38	4.8971868333333335
39	6.3940545
40	4.87728744
41	4.718859475
42	3.7131243499999997
43	4.624104625
44	5.2019293
45	4.7405651749999995
46	6.2195015
47	4.330032666666667
48	4.404059066666666
49	5.4456528
50	3.971243466666666
51	3.591995333333333
52	3.3632980000000003
53	3.4839716333333333
54	3.3121453333333335
55	3.7606422333333334
56	6.882381266666667
57	8.303997
