line	min
0	2.3650096
1	2.414884425
2	2.45653395
3	2.52914265
4	2.4542026750000003
5	2.43460795
6	2.367057
7	2.4325512500000004
8	2.4029479250000003
9	2.4863682000000003
10	2.67643745
11	2.592224775
12	2.598150175
13	2.5229942
14	2.5160510499999997
15	2.5357995750000004
16	2.58205205
17	2.59862215
18	2.5012768999999997
19	2.49618635
20	2.530103975
21	2.5969871749999998
22	2.50006575
23	2.399891875
24	2.236617725
25	2.153164425
26	2.288925675
27	2.253767325
28	2.339039425
29	2.339039425
30	2.29020825
31	2.430257
32	2.429836025
33	2.47515545
34	2.5223234750000003
35	2.4948188
36	2.5893347
37	2.66496295
38	2.5353865750000004
39	2.5535483500000002
40	2.4280029250000004
41	2.30705525
42	2.3658420000000002
43	2.2377480750000003
44	2.248380575
45	2.20010425
46	2.09968025
47	2.117668475
48	2.098117675
49	2.098117675
50	2.225555375
51	2.269260125
52	2.28631505
53	2.402143475
54	2.298242925
55	2.2570598
56	2.262365275
57	2.26130795
58	2.28738785
59	2.263652
60	2.2667721249999997
61	2.1757368749999997
62	2.152001025
63	2.1206510499999998
64	2.21644565
65	2.17619535
66	2.17619535
67	2.232320075
68	2.094957525
69	2.167290275
70	2.0614357
71	1.9900167
72	2.0039217750000002
73	1.9123517749999999
74	1.99232515
75	2.06270525
76	2.0427382499999998
77	2.089177575
78	2.2227315500000002
79	2.247272025
80	2.442739775
81	2.4222775000000003
82	2.259345675
83	2.1644251
84	1.966117675
85	2.0687649749999997
86	2.149179025
87	2.239044725
88	2.240837825
89	2.138190525
90	2.223559325
91	2.204073725
92	2.2967481750000003
93	2.4115199
94	2.2852114
95	2.2129543
96	2.2254297249999997
97	2.262910975
98	2.35272725
99	2.4840494
100	2.383083925
101	2.258349625
102	2.2080539
103	2.163587825
104	2.3101535999999996
105	2.35746945
106	2.5077693500000002
107	2.560669475
108	2.576954225
109	2.63444285
110	2.6381405
111	2.5706414
112	2.47673575
113	2.47270825
114	2.3187107
115	2.3187107
116	2.3579917000000004
117	2.353862125
118	2.454824775
119	2.454824775
120	2.435031075
121	2.3443755
122	2.323439425
123	2.323439425
124	2.291356975
125	2.2913569750000002
126	2.36169355
127	2.4576984
128	2.47029355
129	2.47029355
130	2.314107375
131	2.231440975
132	2.242814575
133	2.227317475
134	2.2331405
135	2.2530162
136	2.3114833499999996
137	2.382873825
138	2.414514225
139	2.553004025
140	2.503782275
141	2.47185765
142	2.444347325
143	2.2816801499999997
144	2.4032507499999998
145	2.54075455
146	2.600427325
147	2.59449495
148	2.4827519
149	2.37277775
150	2.3290949999999997
151	2.35920475
152	2.3493772
153	2.33109295
154	2.4251133749999996
155	2.3931712
156	2.4718038
157	2.4718038
158	2.4341960499999997
159	2.404196775
160	2.3249554249999997
161	2.263013975
162	2.3239418
163	2.33667265
164	2.2880708
165	2.333274925
166	2.2185954750000003
167	2.267197325
168	2.2844657500000003
169	2.2692609
170	2.2128045
171	2.2017569999999997
172	2.2017569999999997
173	2.3262934250000002
174	2.542452825
175	2.5221669
176	2.7131457249999995
177	2.8103695
178	2.64944325
179	2.6646481
180	2.60148375
181	2.4715192249999998
182	2.46643815
183	2.46643815
184	2.4631601
185	2.5028215750000005
186	2.5323424
187	2.5323424
188	2.527612725
189	2.6090057499999997
190	2.7552589000000003
191	2.759306475
192	2.6547045750000002
193	2.566390825
194	2.3586429250000003
195	2.35459535
196	2.3393905
197	2.3393905000000004
198	2.47357025
199	2.4583654
200	2.4455721500000003
201	2.336240575
202	2.23403475
203	2.3618492250000003
204	2.3898473250000003
205	2.50245695
206	2.624591275
207	2.682779725
208	2.6675748749999997
209	2.664296825
210	2.717936475
211	2.75369375
212	2.9446725750000002
213	3.140920525
214	3.1435456250000002
215	3.1127642499999997
216	3.2523565249999997
217	3.24004375
218	3.3443561
219	3.52242855
220	3.4620719500000003
221	3.438820075
222	3.15610865
223	2.91487185
224	2.934933325
225	3.0048887250000003
226	3.004888725
227	3.004888725
228	2.976382925
229	2.812186625
230	3.1793652
231	3.24515465
232	3.27549295
233	3.335408375
234	3.2516593
235	3.45313755
236	3.51297715
237	3.5819887
238	3.645017775
239	3.62185945
240	3.30630835
241	3.338588325
242	3.3504607
243	3.2779687749999997
244	3.43776055
245	3.4629118749999996
246	3.397064425
247	3.463569675
248	3.64818485
249	3.3163109250000002
250	3.3562018
251	3.34051415
252	3.243676225
253	3.4450427250000004
254	3.483781175
255	3.5359874500000004
256	3.5385004500000004
257	3.67645495
258	3.6253839500000002
259	3.5706366000000003
260	3.6610004000000007
261	3.632805825
262	3.7036469000000003
263	3.690665425
264	3.75892405
265	3.8130645
266	3.7502868
267	3.804427375
268	3.679842375
269	3.65928515
270	3.6971064499999997
271	3.574777875
272	3.5550982499999995
273	3.5306611749999997
274	3.5725402749999997
275	3.744880075
276	3.8466101999999998
277	3.8419518750000003
278	3.8312218
279	3.7713236500000002
280	3.7974104000000004
281	3.77836075
282	3.7539989499999997
283	3.7321104
284	3.6926441
285	3.7816522
286	3.8439897249999997
287	3.924152075
288	3.976674675
289	3.790746225
290	3.8103913
291	3.8170700499999994
292	3.6954772999999994
293	3.48888485
294	3.348707675
295	3.288784875
296	3.293866575
297	3.640995775
298	3.6292052750000003
299	3.6807598749999997
300	3.65915625
301	3.6892310499999996
302	3.786328475
303	3.7337237500000002
304	3.907030125
305	3.863080925
306	3.867133
307	3.901597925
308	3.925300675
309	4.076974475
310	4.18226515
311	4.2452825
312	4.19373575
313	4.1682972
314	4.08267115
315	4.056910974999999
316	4.066579975
317	4.054274875
318	4.1804131
319	4.0633401
320	4.081464175
321	4.074300175
322	3.9547700249999997
323	4.092868675
324	4.1514652750000005
325	4.1363992
326	4.057958925
327	4.077935775
328	4.056345775
329	3.951943725
330	4.087192725
331	3.93493205
332	3.8056875000000003
333	3.856144025
334	3.9163121
335	4.03311985
336	3.923383875
337	3.96859935
338	3.8634127749999996
339	3.9293254749999997
340	4.130147075
341	4.1627457
342	4.1958102
343	4.117372625000001
344	4.101911125
345	4.067220025
346	3.9500045249999998
347	3.9209777249999997
348	3.9218877250000004
349	3.973004574999999
350	4.084422324999999
351	4.0506918
352	3.8242874999999996
353	3.8523851000000002
354	3.6752433000000004
355	3.6825995000000002
356	3.853375525
357	3.8325452500000003
358	4.054387425000001
359	4.136555425
360	4.337139700000001
361	4.261301725
362	4.194951025
363	4.151100625
364	4.088816275
365	4.150646175
366	4.273122
367	4.28692965
368	4.294101400000001
369	4.206096725
370	3.9730606
371	4.0131197
372	3.858961475
373	3.83586925
374	3.92368025
375	3.8651844
376	3.79936985
377	3.81035935
378	3.78626495
379	3.723977525
380	3.90704205
381	3.9591612000000005
382	3.8805628
383	3.849200675
384	3.7522831000000005
385	3.6890637749999997
386	3.825498875
387	3.961650925
388	4.02881435
389	4.3052038249999995
390	4.391085049999999
391	4.32548855
392	4.4589073
393	4.1923274
394	4.05826785
