line	max
0	22.015285
1	22.015285
2	22.036956250000003
3	22.036956250000003
4	21.887604250000003
5	21.587289999999996
6	21.27452875
7	21.274528749999998
8	21.262026499999997
9	21.56234075
10	21.875102
11	21.875102000000002
12	22.036956250000003
13	22.036956249999996
14	21.595947000000002
15	21.595947000000002
16	21.61761825
17	21.61761825
18	22.036956250000003
19	22.036956249999996
20	22.015285
21	21.730330000000002
22	21.75200125
23	21.75200125
24	21.646400999999997
25	21.776419249999996
26	21.776419249999996
27	21.77641925
28	21.882019500000002
29	21.95172325
30	21.930052000000003
31	21.95172325
32	21.82871075
33	21.91394375
34	21.91394375
35	21.892272499999997
36	22.015285
37	22.015285
38	22.015285
39	21.892272499999997
40	21.523274999999998
41	21.523274999999998
42	21.32161975
43	21.444632249999998
44	21.72839675
45	21.64316375
46	21.759586
47	21.759586
48	21.844818999999998
49	21.844819
50	21.930052000000003
51	21.844819
52	21.759586
53	21.844819
54	21.759586
55	21.759586
56	21.4694925
57	21.3842595
58	21.4694925
59	21.4694925
60	21.844819
61	21.844819
62	21.844819
63	21.844819
64	21.844819
65	21.844819
66	21.844819
67	21.930051999999996
68	21.77511525
69	21.86034825
70	21.86034825
71	21.860348249999998
72	22.036956250000003
73	21.95172325
74	21.86649025
75	21.86649025
76	21.844818999999998
77	21.636967499999997
78	21.7222005
79	21.636967499999997
80	21.5517345
81	21.86649025
82	21.86649025
83	21.95172325
84	22.036956249999996
85	21.930052000000003
86	21.930052000000003
87	21.930051999999996
88	21.930051999999996
89	21.930052000000003
90	21.930052000000003
91	21.95172325
92	21.7909535
93	21.876186500000003
94	21.7909535
95	21.68404925
96	21.759586
97	21.759586
98	21.6760435
99	21.542662
100	21.34294
101	21.22265975
102	20.987808
103	21.1211895
104	21.3209115
105	21.44119175
106	21.759586
107	21.86649025
108	21.63715825
109	21.6588295
110	21.658829500000003
111	21.55192525
112	21.781257250000003
113	21.66039875
114	21.66039875
115	21.74563175
116	21.830864749999996
117	21.930051999999996
118	21.69256075
119	21.37799575
120	21.254983250000002
121	21.1000465
122	21.100046499999998
123	21.3293785
124	21.452391000000002
125	21.628999
126	21.86649025
127	21.95172325
128	21.86649025
129	21.759586
130	21.44119175
131	21.142298999999998
132	21.06807625
133	21.15330925
134	21.5569365
135	21.770596250000004
136	21.844819
137	21.844819
138	21.621257749999998
139	21.621257749999998
140	21.70649075
141	21.544636500000003
142	21.76819775
143	21.875102
144	21.875102000000002
145	21.91394375
146	21.4591395
147	20.904908
148	20.7491425
149	20.55759
150	21.01239425
151	21.56662575
152	21.72239125
153	22.036956250000003
154	21.916675999999995
155	21.89500475
156	21.809771750000003
157	21.809771750000003
158	21.47524775
159	21.47524775
160	21.39170525
161	21.39170525
162	21.846509499999996
163	21.7612765
164	21.807039500000002
165	21.684027
166	21.36130275
167	21.054268999999998
168	21.1772815
169	21.20110675
170	21.4008185
171	21.793085249999997
172	21.8147565
173	21.91394375
174	21.70115725
175	21.70115725
176	21.556473500000003
177	21.10166925
178	20.982664
179	20.982664
180	20.889822749999997
181	20.81206675
182	21.1438585
183	20.5938055
184	20.277099
185	20.354855
186	20.3926345
187	20.942687499999998
188	21.475247749999998
189	21.760161749999998
190	21.845394749999997
191	20.752162249999998
192	20.219602000000002
193	19.856932
194	19.856932
195	20.49536025
196	20.76277675
197	20.094936750000002
198	19.829793
199	19.95301775
200	19.886582
201	20.74397775
202	20.554317250000004
203	20.3533365
204	20.220372750000003
205	20.585048500000003
206	21.061524
207	21.0301215
208	21.12566725
209	20.9397905
210	20.7573495
211	20.788752
212	20.484293
213	20.325774250000002
214	20.06595075
215	20.065950750000003
216	20.206847
217	20.52957125
218	20.62744025
219	20.71095825
220	21.265189749999998
221	20.9424655
222	20.9424655
223	19.886313
224	18.359447
225	18.376047500000002
226	18.03873475
227	18.596694499999998
228	19.9411195
229	18.592670249999998
230	18.929983
231	19.34465775
232	19.18270325
233	20.23721925
234	20.58161475
235	20.65937075
236	20.57846775
237	21.17852475
238	20.67769675
239	21.154172250000002
240	20.52168725
241	19.989127000000003
242	20.145559499999997
243	20.12388825
244	20.774801000000004
245	21.30736125
246	20.956629
247	20.5714295
248	20.424068750000004
249	20.42406875
250	20.8609115
251	20.67512
252	19.9783985
253	20.00006975
254	19.704123250000002
255	19.813796
256	20.6922825
257	19.6918825
258	18.55535025
259	18.56762625
260	18.65404175
261	19.10021025
262	20.76930275
263	19.553838
264	19.52712775
265	19.0526815
266	18.7168825
267	19.866221499999998
268	20.1573115
269	20.04657425
270	19.849813
271	19.86369725
272	19.86369725
273	20.577813749999997
274	20.57781375
275	20.700467
276	19.594543
277	19.465609999999998
278	19.675446
279	18.844173750000003
280	18.337131749999998
281	18.54696775
282	18.209654999999998
283	19.419557750000003
284	19.41955775
285	18.67907725
286	19.339114249999998
287	17.694076000000003
288	19.307042
289	19.295182249999996
290	19.1344125
291	20.292678249999998
292	18.67971225
293	19.754776749999998
294	19.38298625
295	18.203017
296	19.155946
297	18.62338575
298	17.59996225
299	18.81189975
300	17.851755500000003
301	16.972669
302	17.86861575
303	18.32342
304	18.697420249999997
305	18.496101
306	17.41287825
307	16.2983155
308	17.09545425
309	18.385696000000003
310	18.3116795
311	19.022615000000002
312	18.39659275
313	17.106351
314	17.681908999999997
315	16.99017125
316	16.4994375
317	17.06220025
318	17.900291250000002
319	17.71744
320	17.937097
321	18.593888749999998
322	18.684683749999998
323	19.5694885
324	19.71024225
325	20.018420749999997
326	19.995454
327	18.94309425
328	19.795185
329	19.42561375
330	18.020909500000002
331	19.0630535
332	17.2064305
333	17.338510499999998
334	17.4672915
335	16.29721875
336	16.92102375
337	14.314454750000001
338	14.313210999999999
339	14.2662995
340	15.319854
341	17.57569075
342	18.51520025
343	19.9034755
344	18.226116
345	17.6315615
346	16.161452
347	15.938984000000001
348	18.148903750000002
349	18.75687775
350	19.17821125
351	18.0174005
352	16.640159
353	15.590938000000001
354	15.623327249999999
355	14.639031750000001
356	15.612646
357	15.712248500000001
358	16.183758
359	18.110211999999997
360	17.3260365
361	18.576785
362	17.5067895
363	17.04838975
364	16.65007775
365	15.5487485
366	17.18063275
367	17.236740750000003
368	18.29029525
369	18.36799375
370	16.61759525
371	16.373134999999998
372	15.779426
373	15.22038225
374	16.30701725
375	17.30774975
376	17.283696749999997
377	18.9711605
378	19.75880875
379	18.2267685
380	17.47448025
381	15.2413155
382	15.68864275
383	15.731238
384	17.31112425
385	18.4971465
386	16.8194515
387	17.0154065
388	15.725164750000001
389	16.79918325
390	17.42027325
391	19.03323925
392	18.5976985
393	17.25558025
394	16.21197175
395	14.64490825
396	14.860149
397	15.2604175
398	15.2001465
399	14.7486705
400	13.650743250000001
401	12.41361825
402	12.260574125
403	12.709753625
404	13.332833125
405	13.367866625000001
406	13.554891249999999
407	14.669446999999998
408	15.1968525
