line	min
0	2.9831982
1	3.1280053
2	4.3671846
3	3.0155206
4	4.3619046
5	3.9833846
6	5.677622
7	4.792683
8	4.546674
9	5.202255
10	5.6813984
11	5.8843675
12	4.044345
13	5.758993
14	2.661617
15	2.661617
16	5.915531
17	6.1248813
18	5.3275533
19	3.9756422
20	4.3529606
21	3.179739
22	4.7953124
23	3.179739
24	5.17226
25	3.3249774
26	2.716562
27	3.3249774
28	3.7504058
29	6.2743406
30	3.933834
31	3.6014245
32	7.3853025
33	3.6014245
34	7.654616
35	6.690438
36	6.953104
37	7.2792435
38	7.4642344
39	6.5664864
40	6.185319
41	7.7906637
42	6.009564
43	6.8333516
44	7.9500413
45	5.6718903
46	7.565291
47	6.5138707
48	7.326815
49	6.693592
50	7.4826818
51	7.218414
52	7.885381
53	3.4300127
54	4.2002206
55	4.8414454
56	5.1781263
57	4.081355
58	8.152808
59	7.7504444
60	7.7216105
61	7.994579
62	7.787069
63	7.905236
64	7.8174906
65	8.210726
66	5.5528455
67	7.3635397
68	8.223733
69	3.4300127
70	4.2002206
71	6.834057
72	5.3637753
73	7.8000674
74	6.2077847
75	8.103204
76	5.62733
77	7.7855206
78	8.416264
79	7.3971386
80	8.903246
81	8.006833
82	8.280034
83	7.447751
84	8.759037
85	8.074416
86	8.378769
87	7.7405515
88	8.835266
89	8.695829
90	8.596013
91	8.944351
92	8.686784
93	9.140581
94	8.222554
95	8.3661
96	9.076108
97	9.520628
98	8.728892
99	8.236362
100	7.4257298
101	8.08746
102	8.201148
103	8.832376
104	9.232594
105	10.081338
106	7.8300037
107	9.907589
108	10.418587
109	8.365099
110	9.372203
111	9.575629
112	10.002585
113	9.295634
114	8.198508
115	8.864192
116	8.365839
117	9.314424
118	8.705344
119	10.368987
120	11.077396
121	10.268824
122	9.83315
123	9.981188
124	9.917402
125	8.834992
126	10.753836
127	8.780086
128	8.643401
129	9.458848
130	9.235226
131	8.6575165
132	9.293843
133	10.838986
134	9.364749
135	8.465268
136	8.294522
137	9.289258
138	8.812315
139	9.750969
140	12.172682
141	9.518742
142	10.204068
143	11.722643
144	8.12774
145	10.011757
146	12.578627
147	12.816764
148	10.316245
149	13.017003
