line	lower
0	2.913078882249143
1	3.1432191286312174
2	3.1246369020535756
3	3.019197665777461
4	2.96981382153622
5	2.947840739467893
6	2.985974890421309
7	3.0327926819056614
8	3.0446599290292524
9	3.018120855579779
10	2.9447764967278545
11	2.8833202351651313
12	2.8066835493577766
13	2.785282196395671
14	2.8484101336414005
15	2.7951263793845724
16	2.6104258353414704
17	2.5632254622693376
18	2.6214869788912285
19	2.65108750809759
20	2.6294555485162507
21	2.609263818983991
22	2.6396618796157725
23	2.337979987104657
24	2.1742138332339445
25	2.4487510379715625
26	2.656738324551655
27	2.6816843250795834
28	2.864366417463094
29	2.848544799948396
30	2.665937823783733
31	2.4539878057054723
32	2.423131944046861
33	3.14778689995933
34	2.735903993069753
35	2.071726066831404
36	2.7165906493061343
37	3.5853190973808786
38	4.592444901498826
39	3.668788788864031
40	2.9763819860593435
41	3.4041501551197495
42	3.4534068058125955
43	4.025064586309991
44	4.048646776940808
45	4.244149634001152
46	3.348361406587566
47	2.6603406456912033
48	4.2257474691415755
49	4.458344310738706
50	3.407865620334751
51	3.2393949327716
52	3.3682138613371544
53	3.2254483640286318
54	3.090792822476792
55	4.0133785940557445
56	6.587955008051846
