line	min
0	3.492796033333333
1	3.5035701666666665
2	3.914869933333333
3	3.7869366
4	4.674303733333333
5	4.817896533333333
6	5.005659666666666
7	4.8472040000000005
8	5.1434424666666665
9	5.5893403
10	5.2033703
11	5.229235166666666
12	4.154985
13	3.6940756666666665
14	3.7462549999999997
15	4.9006764333333335
16	5.789321866666666
17	5.142692266666667
18	4.552052033333333
19	3.8361139333333334
20	4.109337333333333
21	3.7182634666666665
22	4.382437133333333
23	3.8923254666666662
24	3.737933133333333
25	3.1221722666666665
26	3.263981733333333
27	4.449907933333333
28	4.652860133333333
29	4.6031997
30	4.973520333333333
31	4.862717166666667
32	6.213781
33	5.982159500000001
34	7.099386
35	6.974261833333333
36	7.232193966666666
37	7.103321433333332
38	6.738679933333333
39	6.8474897
40	6.6618489
41	6.877859766666667
42	6.930985633333333
43	6.818427733333333
44	7.0624075333333325
45	6.583684000000001
46	7.135325566666666
47	6.844759233333332
48	7.167696266666667
49	7.1315626
50	7.5288256
51	6.1779359000000005
52	5.171871433333333
53	4.157226233333333
54	4.739930766666666
55	4.7003089000000005
56	5.804096433333334
57	6.6615358
58	7.8749543
59	7.822211299999999
60	7.8344195
61	7.895627999999999
62	7.8365985333333334
63	7.977817533333334
64	7.1936873666666665
65	7.0423704
66	7.046706066666666
67	6.339095133333333
68	5.2846554333333335
69	4.8214301
70	5.466017633333333
71	6.665966566666666
72	6.4572091333333335
73	7.370352033333333
74	6.646106233333334
75	7.172018199999999
76	7.276371533333333
77	7.8663077333333336
78	8.238882866666666
79	8.102405866666667
80	8.396704333333334
81	7.911539333333334
82	8.162274
83	8.093734666666666
84	8.404074
85	8.064578833333334
86	8.3181955
87	8.423882166666667
88	8.709036
89	8.745397666666666
90	8.742382666666666
91	8.923905333333332
92	8.683306333333332
93	8.576411666666665
94	8.554920666666668
95	8.987612
96	9.108542666666667
97	8.828627333333335
98	8.130327933333334
99	7.916517266666666
100	7.904779266666666
101	8.373661333333333
102	8.755372666666668
103	9.382102666666666
104	9.047978566666666
105	9.272976900000002
106	9.385393233333334
107	9.563758333333334
108	9.385296333333335
109	9.104310333333332
110	9.650139000000001
111	9.624616
112	9.165575666666667
113	8.786111333333332
114	8.476179666666665
115	8.848151666666666
116	8.795202333333334
117	9.462918333333334
118	10.050575666666667
119	10.571735666666667
120	10.393123333333333
121	10.027720666666667
122	9.91058
123	9.577860666666666
124	9.83541
125	9.456304666666666
126	9.392441
127	8.960778333333334
128	9.112491666666667
129	9.117196833333333
130	9.062195166666667
131	9.596781833333333
132	9.832526000000001
133	9.556334333333332
134	8.708179666666668
135	8.683016
136	8.798698333333334
137	9.284180666666666
138	10.245322
139	10.480797666666666
140	10.631830666666666
141	10.481817666666666
142	10.018150333333333
143	9.954046666666665
144	10.239374666666667
145	11.802382666666665
146	11.903878666666666
147	12.050004000000001
